id,transmit_time,created_date,imei,momsn,message_version,software_version,bridge_voltage,bridge_temperature,bridge_humidity,bridge_pressure,inference_class,inference_accuracy,image_datetime
4276,21-06-13 12:49:38,2021-06-13 12:49:46.641672+00:00,300434065267610,14,6,4,3170,34,27,983,Human,0.5137,2021-06-13 13:28:31
4276,21-06-13 12:49:38,2021-06-13 12:49:46.641672+00:00,300434065267610,14,6,4,3170,34,27,983,Elephant_African,0.4824,2021-06-13 13:49:22
4277,21-06-13 13:09:55,2021-06-13 13:10:04.894481+00:00,300434065267610,15,6,4,3155,33,27,981,Human,0.5843,2021-06-13 14:09:39
4277,21-06-13 13:09:55,2021-06-13 13:10:04.894481+00:00,300434065267610,15,6,4,3155,33,27,981,Human,0.9098,2021-06-13 14:10:50
4277,21-06-13 13:09:55,2021-06-13 13:10:04.894481+00:00,300434065267610,15,6,4,3155,33,27,981,Human,0.549,2021-06-13 14:11:28
4278,21-06-13 13:22:03,2021-06-13 13:22:07.640625+00:00,300434065267610,16,6,4,3151,34,26,982,Elephant_African,0.6196,2021-06-13 14:14:40
4278,21-06-13 13:22:03,2021-06-13 13:22:07.640625+00:00,300434065267610,16,6,4,3151,34,26,982,Human,0.498,2021-06-13 14:20:51
4278,21-06-13 13:22:03,2021-06-13 13:22:07.640625+00:00,300434065267610,16,6,4,3151,34,26,982,Human,0.6745,2021-06-13 14:21:29
4278,21-06-13 13:22:03,2021-06-13 13:22:07.640625+00:00,300434065267610,16,6,4,3151,34,26,982,Human,0.8902,2021-06-13 14:21:43
4279,21-06-13 13:30:24,2021-06-13 13:30:53.783346+00:00,300434065267610,17,6,4,3175,34,26,983,Human,0.5333,2021-06-13 14:29:04
4279,21-06-13 13:30:24,2021-06-13 13:30:53.783346+00:00,300434065267610,17,6,4,3175,34,26,983,Human,0.9137,2021-06-13 14:30:05
4280,21-06-13 15:53:50,2021-06-13 15:53:59.695871+00:00,300434065268620,2,6,4,3136,29,53,979,Human,0.9137,2019-01-01 00:14:04
4280,21-06-13 15:53:50,2021-06-13 15:53:59.695871+00:00,300434065268620,2,6,4,3136,29,53,979,Human,0.9098,2021-06-13 16:00:15
4280,21-06-13 15:53:50,2021-06-13 15:53:59.695871+00:00,300434065268620,2,6,4,3136,29,53,979,Human,0.9137,2021-06-13 16:00:15
4280,21-06-13 15:53:50,2021-06-13 15:53:59.695871+00:00,300434065268620,2,6,4,3136,29,53,979,Human,0.902,2021-06-13 16:00:16
4280,21-06-13 15:53:50,2021-06-13 15:53:59.695871+00:00,300434065268620,2,6,4,3136,29,53,979,Human,0.8353,2021-06-13 16:10:35
4280,21-06-13 15:53:50,2021-06-13 15:53:59.695871+00:00,300434065268620,2,6,4,3136,29,53,979,Human,0.8706,2021-06-13 16:10:35
4280,21-06-13 15:53:50,2021-06-13 15:53:59.695871+00:00,300434065268620,2,6,4,3136,29,53,979,Human,0.8706,2021-06-13 16:10:36
4280,21-06-13 15:53:50,2021-06-13 15:53:59.695871+00:00,300434065268620,2,6,4,3136,29,53,979,Human,0.8667,2021-06-13 16:10:41
4280,21-06-13 15:53:50,2021-06-13 15:53:59.695871+00:00,300434065268620,2,6,4,3136,29,53,979,Human,0.9059,2021-06-13 16:10:41
4280,21-06-13 15:53:50,2021-06-13 15:53:59.695871+00:00,300434065268620,2,6,4,3136,29,53,979,Human,0.6392,2021-06-13 16:10:43
4280,21-06-13 15:53:50,2021-06-13 15:53:59.695871+00:00,300434065268620,2,6,4,3136,29,53,979,Human,0.6902,2021-06-13 16:17:29
4280,21-06-13 15:53:50,2021-06-13 15:53:59.695871+00:00,300434065268620,2,6,4,3136,29,53,979,Human,0.7176,2021-06-13 16:17:57
4280,21-06-13 15:53:50,2021-06-13 15:53:59.695871+00:00,300434065268620,2,6,4,3136,29,53,979,Human,0.8549,2021-06-13 16:17:57
4280,21-06-13 15:53:50,2021-06-13 15:53:59.695871+00:00,300434065268620,2,6,4,3136,29,53,979,Human,0.6588,2021-06-13 16:17:56
4280,21-06-13 15:53:50,2021-06-13 15:53:59.695871+00:00,300434065268620,2,6,4,3136,29,53,979,Elephant_African,0.6275,2021-06-13 16:18:03
4280,21-06-13 15:53:50,2021-06-13 15:53:59.695871+00:00,300434065268620,2,6,4,3136,29,53,979,Human,0.8863,2021-06-13 16:18:03
4280,21-06-13 15:53:50,2021-06-13 15:53:59.695871+00:00,300434065268620,2,6,4,3136,29,53,979,Elephant_African,0.8039,2021-06-13 16:18:04
4280,21-06-13 15:53:50,2021-06-13 15:53:59.695871+00:00,300434065268620,2,6,4,3136,29,53,979,Elephant_African,0.6353,2021-06-13 16:21:52
4280,21-06-13 15:53:50,2021-06-13 15:53:59.695871+00:00,300434065268620,2,6,4,3136,29,53,979,Elephant_African,0.4902,2021-06-13 16:21:52
4280,21-06-13 15:53:50,2021-06-13 15:53:59.695871+00:00,300434065268620,2,6,4,3136,29,53,979,Human,0.8824,2021-06-13 16:21:52
4280,21-06-13 15:53:50,2021-06-13 15:53:59.695871+00:00,300434065268620,2,6,4,3136,29,53,979,Elephant_African,0.5765,2021-06-13 16:22:05
4280,21-06-13 15:53:50,2021-06-13 15:53:59.695871+00:00,300434065268620,2,6,4,3136,29,53,979,Elephant_African,0.5412,2021-06-13 16:22:05
4280,21-06-13 15:53:50,2021-06-13 15:53:59.695871+00:00,300434065268620,2,6,4,3136,29,53,979,Human,0.6941,2021-06-13 16:22:04
4280,21-06-13 15:53:50,2021-06-13 15:53:59.695871+00:00,300434065268620,2,6,4,3136,29,53,979,Human,0.8902,2021-06-13 16:26:53
4280,21-06-13 15:53:50,2021-06-13 15:53:59.695871+00:00,300434065268620,2,6,4,3136,29,53,979,Human,0.8784,2021-06-13 16:26:53
4280,21-06-13 15:53:50,2021-06-13 15:53:59.695871+00:00,300434065268620,2,6,4,3136,29,53,979,Human,0.8706,2021-06-13 16:26:59
4280,21-06-13 15:53:50,2021-06-13 15:53:59.695871+00:00,300434065268620,2,6,4,3136,29,53,979,Human,0.7765,2021-06-13 16:27:00
4280,21-06-13 15:53:50,2021-06-13 15:53:59.695871+00:00,300434065268620,2,6,4,3136,29,53,979,Human,0.8588,2021-06-13 16:27:00
4280,21-06-13 15:53:50,2021-06-13 15:53:59.695871+00:00,300434065268620,2,6,4,3136,29,53,979,Human,0.8824,2021-06-13 16:27:41
4280,21-06-13 15:53:50,2021-06-13 15:53:59.695871+00:00,300434065268620,2,6,4,3136,29,53,979,Human,0.7255,2021-06-13 16:27:41
4280,21-06-13 15:53:50,2021-06-13 15:53:59.695871+00:00,300434065268620,2,6,4,3136,29,53,979,Human,0.8353,2021-06-13 16:27:40
4280,21-06-13 15:53:50,2021-06-13 15:53:59.695871+00:00,300434065268620,2,6,4,3136,29,53,979,Human,0.8941,2021-06-13 16:27:47
4280,21-06-13 15:53:50,2021-06-13 15:53:59.695871+00:00,300434065268620,2,6,4,3136,29,53,979,Human,0.702,2021-06-13 16:27:47
4280,21-06-13 15:53:50,2021-06-13 15:53:59.695871+00:00,300434065268620,2,6,4,3136,29,53,979,Human,0.8549,2021-06-13 16:27:47
4280,21-06-13 15:53:50,2021-06-13 15:53:59.695871+00:00,300434065268620,2,6,4,3136,29,53,979,Human,0.8941,2021-06-13 16:27:55
4280,21-06-13 15:53:50,2021-06-13 15:53:59.695871+00:00,300434065268620,2,6,4,3136,29,53,979,Human,0.898,2021-06-13 16:27:56
4280,21-06-13 15:53:50,2021-06-13 15:53:59.695871+00:00,300434065268620,2,6,4,3136,29,53,979,Human,0.8902,2021-06-13 16:27:56
4280,21-06-13 15:53:50,2021-06-13 15:53:59.695871+00:00,300434065268620,2,6,4,3136,29,53,979,Human,0.8706,2021-06-13 16:28:03
4280,21-06-13 15:53:50,2021-06-13 15:53:59.695871+00:00,300434065268620,2,6,4,3136,29,53,979,Human,0.8745,2021-06-13 16:28:03
4280,21-06-13 15:53:50,2021-06-13 15:53:59.695871+00:00,300434065268620,2,6,4,3136,29,53,979,Human,0.8275,2021-06-13 16:28:02
4280,21-06-13 15:53:50,2021-06-13 15:53:59.695871+00:00,300434065268620,2,6,4,3136,29,53,979,Human,0.9255,2021-06-13 16:47:45
4280,21-06-13 15:53:50,2021-06-13 15:53:59.695871+00:00,300434065268620,2,6,4,3136,29,53,979,Human,0.9216,2021-06-13 16:47:45
4280,21-06-13 15:53:50,2021-06-13 15:53:59.695871+00:00,300434065268620,2,6,4,3136,29,53,979,Human,0.7333,2021-06-13 16:47:44
4280,21-06-13 15:53:50,2021-06-13 15:53:59.695871+00:00,300434065268620,2,6,4,3136,29,53,979,Human,0.9059,2021-06-13 16:47:57
4280,21-06-13 15:53:50,2021-06-13 15:53:59.695871+00:00,300434065268620,2,6,4,3136,29,53,979,Elephant_African,0.6824,2021-06-13 16:47:58
4280,21-06-13 15:53:50,2021-06-13 15:53:59.695871+00:00,300434065268620,2,6,4,3136,29,53,979,Elephant_African,0.8078,2021-06-13 16:47:58
4281,21-06-13 16:03:29,2021-06-13 16:04:53.773594+00:00,300434065265500,5,6,4,3227,29,100,980,Human,0.9137,2019-01-01 00:14:04
4281,21-06-13 16:03:29,2021-06-13 16:04:53.773594+00:00,300434065265500,5,6,4,3227,29,100,980,Human,0.9098,2021-06-13 16:00:15
4281,21-06-13 16:03:29,2021-06-13 16:04:53.773594+00:00,300434065265500,5,6,4,3227,29,100,980,Human,0.9137,2021-06-13 16:00:15
4281,21-06-13 16:03:29,2021-06-13 16:04:53.773594+00:00,300434065265500,5,6,4,3227,29,100,980,Human,0.902,2021-06-13 16:00:16
4281,21-06-13 16:03:29,2021-06-13 16:04:53.773594+00:00,300434065265500,5,6,4,3227,29,100,980,Human,0.8353,2021-06-13 16:10:35
4281,21-06-13 16:03:29,2021-06-13 16:04:53.773594+00:00,300434065265500,5,6,4,3227,29,100,980,Human,0.8706,2021-06-13 16:10:35
4281,21-06-13 16:03:29,2021-06-13 16:04:53.773594+00:00,300434065265500,5,6,4,3227,29,100,980,Human,0.8706,2021-06-13 16:10:36
4281,21-06-13 16:03:29,2021-06-13 16:04:53.773594+00:00,300434065265500,5,6,4,3227,29,100,980,Human,0.8667,2021-06-13 16:10:41
4281,21-06-13 16:03:29,2021-06-13 16:04:53.773594+00:00,300434065265500,5,6,4,3227,29,100,980,Human,0.9059,2021-06-13 16:10:41
4281,21-06-13 16:03:29,2021-06-13 16:04:53.773594+00:00,300434065265500,5,6,4,3227,29,100,980,Human,0.6392,2021-06-13 16:10:43
4281,21-06-13 16:03:29,2021-06-13 16:04:53.773594+00:00,300434065265500,5,6,4,3227,29,100,980,Elephant_African,0.5333,2021-06-13 16:17:23
4281,21-06-13 16:03:29,2021-06-13 16:04:53.773594+00:00,300434065265500,5,6,4,3227,29,100,980,Human,0.8824,2021-06-13 16:17:23
4281,21-06-13 16:03:29,2021-06-13 16:04:53.773594+00:00,300434065265500,5,6,4,3227,29,100,980,Human,0.6902,2021-06-13 16:17:29
4281,21-06-13 16:03:29,2021-06-13 16:04:53.773594+00:00,300434065265500,5,6,4,3227,29,100,980,Human,0.549,2021-06-13 16:17:28
4281,21-06-13 16:03:29,2021-06-13 16:04:53.773594+00:00,300434065265500,5,6,4,3227,29,100,980,Human,0.702,2021-06-13 16:17:28
4281,21-06-13 16:03:29,2021-06-13 16:04:53.773594+00:00,300434065265500,5,6,4,3227,29,100,980,Human,0.7176,2021-06-13 16:17:57
4281,21-06-13 16:03:29,2021-06-13 16:04:53.773594+00:00,300434065265500,5,6,4,3227,29,100,980,Human,0.8549,2021-06-13 16:17:57
4281,21-06-13 16:03:29,2021-06-13 16:04:53.773594+00:00,300434065265500,5,6,4,3227,29,100,980,Human,0.6588,2021-06-13 16:17:56
4281,21-06-13 16:03:29,2021-06-13 16:04:53.773594+00:00,300434065265500,5,6,4,3227,29,100,980,Elephant_African,0.6275,2021-06-13 16:18:03
4281,21-06-13 16:03:29,2021-06-13 16:04:53.773594+00:00,300434065265500,5,6,4,3227,29,100,980,Human,0.8863,2021-06-13 16:18:03
4281,21-06-13 16:03:29,2021-06-13 16:04:53.773594+00:00,300434065265500,5,6,4,3227,29,100,980,Elephant_African,0.8039,2021-06-13 16:18:04
4281,21-06-13 16:03:29,2021-06-13 16:04:53.773594+00:00,300434065265500,5,6,4,3227,29,100,980,Elephant_African,0.6353,2021-06-13 16:21:52
4281,21-06-13 16:03:29,2021-06-13 16:04:53.773594+00:00,300434065265500,5,6,4,3227,29,100,980,Elephant_African,0.4902,2021-06-13 16:21:52
4281,21-06-13 16:03:29,2021-06-13 16:04:53.773594+00:00,300434065265500,5,6,4,3227,29,100,980,Human,0.8824,2021-06-13 16:21:52
4281,21-06-13 16:03:29,2021-06-13 16:04:53.773594+00:00,300434065265500,5,6,4,3227,29,100,980,Elephant_African,0.5765,2021-06-13 16:22:05
4281,21-06-13 16:03:29,2021-06-13 16:04:53.773594+00:00,300434065265500,5,6,4,3227,29,100,980,Elephant_African,0.5412,2021-06-13 16:22:05
4281,21-06-13 16:03:29,2021-06-13 16:04:53.773594+00:00,300434065265500,5,6,4,3227,29,100,980,Human,0.6941,2021-06-13 16:22:04
4281,21-06-13 16:03:29,2021-06-13 16:04:53.773594+00:00,300434065265500,5,6,4,3227,29,100,980,Human,0.8745,2021-06-13 16:59:30
4281,21-06-13 16:03:29,2021-06-13 16:04:53.773594+00:00,300434065265500,5,6,4,3227,29,100,980,Other,0.5647,2021-06-13 16:59:40
4281,21-06-13 16:03:29,2021-06-13 16:04:53.773594+00:00,300434065265500,5,6,4,3227,29,100,980,Elephant_African,0.651,2021-06-13 17:00:28
4281,21-06-13 16:03:29,2021-06-13 16:04:53.773594+00:00,300434065265500,5,6,4,3227,29,100,980,Human,0.6392,2021-06-13 17:00:38
4282,21-06-13 16:12:41,2021-06-13 16:12:47.273596+00:00,300434065267610,18,6,4,3176,30,26,980,Human,0.8784,2021-06-13 14:33:20
4282,21-06-13 16:12:41,2021-06-13 16:12:47.273596+00:00,300434065267610,18,6,4,3176,30,26,980,Human,0.9216,2021-06-13 14:36:37
4282,21-06-13 16:12:41,2021-06-13 16:12:47.273596+00:00,300434065267610,18,6,4,3176,30,26,980,Human,0.8706,2021-06-13 17:12:14
4282,21-06-13 16:12:41,2021-06-13 16:12:47.273596+00:00,300434065267610,18,6,4,3176,30,26,980,Human,0.6706,2021-06-13 17:12:24
4283,21-06-13 16:21:40,2021-06-13 16:21:44.811512+00:00,300434065268620,3,6,4,3141,28,45,980,Human,0.5608,2021-06-13 17:18:56
4284,21-06-13 16:23:12,2021-06-13 16:23:17.675682+00:00,300434065267610,19,6,4,3153,29,26,980,Human,0.5294,2021-06-13 17:16:26
4284,21-06-13 16:23:12,2021-06-13 16:23:17.675682+00:00,300434065267610,19,6,4,3153,29,26,980,Human,0.5098,2021-06-13 17:16:36
4284,21-06-13 16:23:12,2021-06-13 16:23:17.675682+00:00,300434065267610,19,6,4,3153,29,26,980,Human,0.8039,2021-06-13 17:16:53
4284,21-06-13 16:23:12,2021-06-13 16:23:17.675682+00:00,300434065267610,19,6,4,3153,29,26,980,Human,0.7333,2021-06-13 17:22:09
4284,21-06-13 16:23:12,2021-06-13 16:23:17.675682+00:00,300434065267610,19,6,4,3153,29,26,980,Human,0.7765,2021-06-13 17:22:32
4285,21-06-13 16:37:08,2021-06-13 16:37:12.979448+00:00,300434065267610,20,6,4,3151,29,26,979,Elephant_African,0.4824,2021-06-13 17:35:59
4285,21-06-13 16:37:08,2021-06-13 16:37:12.979448+00:00,300434065267610,20,6,4,3151,29,26,979,Elephant_African,0.498,2021-06-13 17:36:53
4286,21-06-13 16:47:32,2021-06-13 16:47:35.396288+00:00,300434065267610,21,6,4,3179,28,26,979,Human,0.902,2021-06-13 17:40:11
4286,21-06-13 16:47:32,2021-06-13 16:47:35.396288+00:00,300434065267610,21,6,4,3179,28,26,979,Elephant_African,0.5098,2021-06-13 17:40:37
4286,21-06-13 16:47:32,2021-06-13 16:47:35.396288+00:00,300434065267610,21,6,4,3179,28,26,979,Elephant_African,0.5765,2021-06-13 17:43:04
4286,21-06-13 16:47:32,2021-06-13 16:47:35.396288+00:00,300434065267610,21,6,4,3179,28,26,979,Human,0.5647,2021-06-13 17:47:10
4286,21-06-13 16:47:32,2021-06-13 16:47:35.396288+00:00,300434065267610,21,6,4,3179,28,26,979,Elephant_African,0.5647,2021-06-13 17:48:37
4287,21-06-13 17:52:50,2021-06-13 17:52:58.745618+00:00,300434065267610,22,6,4,3148,26,27,980,Human,0.9529,2021-06-13 17:50:11
4287,21-06-13 17:52:50,2021-06-13 17:52:58.745618+00:00,300434065267610,22,6,4,3148,26,27,980,Elephant_African,0.6745,2021-06-13 18:52:11
4288,21-06-13 18:00:15,2021-06-13 18:02:30.903742+00:00,300434065267610,23,6,4,3176,26,26,981,Elephant_African,0.651,2021-06-13 18:59:45
4288,21-06-13 18:00:15,2021-06-13 18:02:30.903742+00:00,300434065267610,23,6,4,3176,26,26,981,Human,0.7765,2021-06-13 18:59:56
4289,21-06-13 22:29:22,2021-06-13 22:29:30.377398+00:00,300434065267610,24,6,4,3170,23,27,982,Elephant_African,0.8,2021-06-13 23:28:49
